Filename,Prediction,Confidence
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\325\325-3-1.jpg,a4c,0.402
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\499\499-3-1.jpg,a4c,0.402
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\529\529-1-3.jpg,a5c,0.402
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\271\271-1-1.jpg,a5c,0.401
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\464\464-1-3.jpg,plax,0.401
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\478\478-4-2.jpg,a5c,0.401
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\574\574-4-3.jpg,a5c,0.401
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\205\205-4-1.jpg,psax-ap,0.4
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-1-2.jpg,psax-av,0.4
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\590\590-4-2.jpg,psax-ap,0.4
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\615\615-4-1.jpg,a5c,0.4
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\26\26-3-3.jpg,a5c,0.4
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\347\347-4-3.jpg,a5c,0.399
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\462\462-3-1.jpg,a4c,0.399
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\643\643-4-1.jpg,a5c,0.399
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-4-1.jpg,psax-ap,0.399
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\25\25-4-1.jpg,psax-av,0.399
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\32\32-2-1.jpg,a4c,0.399
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\7\7-2-1.jpg,psax-ap,0.399
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\272\272-3-1.jpg,a5c,0.398
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\328\328-3-1.jpg,a5c,0.398
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-3-1.jpg,a5c,0.398
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\499\499-3-3.jpg,a4c,0.398
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\547\547-1-2.jpg,plax,0.398
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-4-1.jpg,a3c,0.397
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\332\332-4-1.jpg,psax-ap,0.397
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-1-1.jpg,psax-av,0.397
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\480\480-4-1.jpg,psax-ap,0.397
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\493\493-2-2.jpg,a5c,0.397
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\568\568-3-1.jpg,a4c,0.397
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\51\51-4-3.jpg,psax-av,0.397
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\177\177-3-2.jpg,a4c,0.396
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\255\255-1-3.jpg,plax,0.396
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\273\273-2-2.jpg,a5c,0.396
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\279\279-1-1.jpg,plax,0.396
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\364\364-3-2.jpg,a5c,0.396
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\430\430-4-1.jpg,psax-av,0.396
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\507\507-4-3.jpg,psax-ap,0.396
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\136\136-2-1.jpg,psax-ap,0.395
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\138\138-3-2.jpg,psax-mv,0.395
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-4-3.jpg,psax-ap,0.395
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\334\334-4-2.jpg,a5c,0.395
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\510\510-4-2.jpg,psax-mv,0.395
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\541\541-4-3.jpg,psax-mv,0.395
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\620\620-3-1.jpg,psax-ap,0.395
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-3-1.jpg,a4c,0.395
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\186\186-4-2.jpg,psax-ap,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\373\373-2-2.jpg,psax-av,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-3-2.jpg,a5c,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\498\498-3-2.jpg,a5c,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\552\552-4-1.jpg,psax-av,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\564\564-3-1.jpg,a5c,0.394
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\606\606-2-1.jpg,a5c,0.394
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\224\224-3-3.jpg,a4c,0.393
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\284\284-2-2.jpg,psax-ap,0.393
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-4-1.jpg,a5c,0.393
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\407\407-4-2.jpg,psax-ap,0.393
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\464\464-4-1.jpg,a5c,0.393
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\643\643-4-2.jpg,psax-ap,0.393
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\86\86-3-2.jpg,a3c,0.393
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\379\379-2-2.jpg,psax-ap,0.392
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\218\218-1-2.jpg,a5c,0.391
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\264\264-2-2.jpg,psax-mv,0.391
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\419\419-3-3.jpg,a4c,0.391
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\574\574-4-2.jpg,a5c,0.391
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\620\620-4-1.jpg,a5c,0.391
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-1-3.jpg,psax-ap,0.391
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-2-1.jpg,psax-ap,0.391
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\391\391-2-2.jpg,a5c,0.39
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\544\544-2-3.jpg,psax-ap,0.39
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\113\113-4-3.jpg,psax-ap,0.389
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\219\219-1-2.jpg,a5c,0.389
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\410\410-1-3.jpg,psax-av,0.389
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\588\588-3-1.jpg,a4c,0.389
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\60\60-4-3.jpg,psax-mv,0.389
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-4-2.jpg,a3c,0.389
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\125\125-2-3.jpg,a5c,0.388
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\323\323-4-1.jpg,plax,0.388
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\380\380-2-3.jpg,psax-mv,0.388
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\492\492-3-1.jpg,psax-ap,0.388
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\326\326-1-2.jpg,psax-ap,0.387
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\445\445-3-3.jpg,a5c,0.387
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\649\649-2-1.jpg,psax-av,0.387
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-2-2.jpg,psax-ap,0.386
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\430\430-2-1.jpg,a5c,0.386
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\541\541-2-3.jpg,psax-av,0.386
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\594\594-2-2.jpg,psax-ap,0.386
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-2-2.jpg,psax-av,0.386
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\138\138-3-3.jpg,a5c,0.385
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\198\198-4-2.jpg,psax-av,0.385
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\368\368-2-1.jpg,psax-ap,0.385
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\371\371-1-1.jpg,psax-av,0.385
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\519\519-1-2.jpg,plax,0.385
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\546\546-1-3.jpg,plax,0.385
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\225\225-4-2.jpg,psax-ap,0.384
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\106\106-4-1.jpg,psax-ap,0.384
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-1-2.jpg,a5c,0.383
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\627\627-1-1.jpg,psax-ap,0.383
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\649\649-2-2.jpg,psax-ap,0.383
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\100\100-2-3.jpg,a5c,0.383
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\9\9-4-2.jpg,a3c,0.383
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-3-1.jpg,a4c,0.382
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\480\480-4-3.jpg,psax-av,0.382
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\545\545-2-1.jpg,psax-mv,0.382
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-2-2.jpg,psax-ap,0.381
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-2-2.jpg,psax-ap,0.381
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\128\128-2-1.jpg,a5c,0.38
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\246\246-1-1.jpg,psax-ap,0.38
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\334\334-4-1.jpg,a5c,0.38
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\354\354-1-3.jpg,plax,0.38
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\510\510-2-3.jpg,psax-mv,0.38
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-1-1.jpg,plax,0.38
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\158\158-4-3.jpg,a5c,0.379
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\255\255-2-2.jpg,psax-av,0.379
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\341\341-2-2.jpg,a5c,0.379
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\542\542-2-3.jpg,psax-ap,0.379
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\108\108-4-1.jpg,plax,0.379
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\60\60-4-1-.jpg,a5c,0.379
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\66\66-4-2.jpg,psax-ap,0.379
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\578\578-1-3.jpg,a5c,0.378
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\330\330-3-2.jpg,a4c,0.377
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\372\372-4-3.jpg,psax-ap,0.377
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\419\419-3-2.jpg,a5c,0.377
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\575\575-1-3.jpg,plax,0.377
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\115\115-2-2.jpg,psax-av,0.376
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\122\122-2-1.jpg,psax-mv,0.376
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\254\254-2-2.jpg,a5c,0.376
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\299\299-4-2.jpg,a5c,0.376
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\569\569-4-2.jpg,psax-ap,0.376
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\586\586-4-2.jpg,psax-mv,0.376
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\607\607-4-1.jpg,psax-ap,0.376
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\106\106-3-1.jpg,a5c,0.376
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\41\41-4-2.jpg,psax-av,0.376
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\189\189-4-2.jpg,a5c,0.375
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\282\282-4-3.jpg,a5c,0.375
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\350\350-1-1.jpg,psax-av,0.375
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\405\405-2-3.jpg,a5c,0.375
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\213\213-4-3.jpg,psax-ap,0.374
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\577\577-4-1.jpg,psax-av,0.374
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\139\139-3-1.jpg,a5c,0.373
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\168\168-4-3.jpg,a5c,0.373
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\198\198-4-3.jpg,a5c,0.373
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\244\244-1-3.jpg,a5c,0.373
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\257\257-2-3.jpg,a5c,0.373
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\412\412-2-2.jpg,psax-ap,0.373
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\496\496-1-2.jpg,plax,0.373
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\16\16-4-1.jpg,psax-ap,0.373
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\215\215-2-2.jpg,a5c,0.372
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\257\257-2-2.jpg,psax-ap,0.372
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\378\378-3-3.jpg,a4c,0.372
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\528\528-4-1.jpg,a5c,0.372
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\273\273-1-3.jpg,plax,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-1-3.jpg,plax,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-1-1.jpg,plax,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\464\464-4-3.jpg,psax-ap,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-1-2.jpg,psax-av,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\544\544-1-3.jpg,psax-av,0.371
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\576\576-4-2.jpg,psax-mv,0.371
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\65\65-4-2.jpg,plax,0.371
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\164\164-4-2.jpg,psax-ap,0.37
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\393\393-4-1.jpg,a5c,0.37
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\404\404-1-3.jpg,a5c,0.37
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\425\425-3-1.jpg,a4c,0.37
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\559\559-2-3.jpg,a5c,0.37
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\108\108-4-2.jpg,a5c,0.37
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\147\147-4-1.jpg,psax-av,0.369
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\215\215-2-3.jpg,a5c,0.368
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\342\342-1-1.jpg,psax-mv,0.368
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\375\375-1-3.jpg,psax-av,0.368
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\376\376-1-3.jpg,psax-av,0.368
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-4-2.jpg,psax-ap,0.368
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\461\461-1-2.jpg,plax,0.368
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\652\652-2-3.jpg,a5c,0.368
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\142\142-4-1.jpg,a5c,0.367
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\191\191-3-3.jpg,a4c,0.367
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\272\272-3-3.jpg,psax-mv,0.367
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-4-2.jpg,psax-av,0.367
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\28\28-2-2.jpg,psax-av,0.367
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\467\467-1-3.jpg,psax-av,0.366
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\498\498-1-1.jpg,psax-mv,0.366
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\106\106-4-2.jpg,psax-ap,0.366
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\325\325-4-1.jpg,psax-ap,0.365
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\554\554-2-2.jpg,a4c,0.365
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\597\597-1-1.jpg,plax,0.365
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\607\607-2-3.jpg,psax-ap,0.365
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\652\652-2-1.jpg,psax-ap,0.365
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\9\9-2-3.jpg,a3c,0.365
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\348\348-2-1.jpg,psax-ap,0.364
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\447\447-3-2.jpg,a4c,0.363
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\144\144-3-3.jpg,a5c,0.362
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\479\479-2-2.jpg,psax-ap,0.362
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\642\642-4-1.jpg,a5c,0.362
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\284\284-1-2.jpg,psax-ap,0.361
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\472\472-4-2.jpg,plax,0.361
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\520\520-1-3.jpg,psax-av,0.361
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-3-3.jpg,psax-av,0.36
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\268\268-4-3.jpg,psax-ap,0.36
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\311\311-3-1.jpg,a2c,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\475\475-4-1.jpg,psax-ap,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\513\513-1-3.jpg,a5c,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\520\520-2-1.jpg,a2c,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\597\597-3-1.jpg,a4c,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\598\598-2-3.jpg,psax-av,0.36
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\568\568-1-3.jpg,psax-av,0.359
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\637\637-1-3.jpg,a3c,0.359
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\326\326-2-2.jpg,a5c,0.358
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\332\332-4-2.jpg,psax-ap,0.358
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\441\441-4-2.jpg,psax-av,0.358
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\30\30-2-1.jpg,psax-mv,0.358
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\395\395-1-3.jpg,a5c,0.357
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\558\558-4-1.jpg,plax,0.357
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\96\96-4-2.jpg,psax-ap,0.357
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\170\170-4-1.jpg,psax-av,0.356
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\188\188-4-3.jpg,a5c,0.356
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\266\266-4-3.jpg,a5c,0.356
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-4-2.jpg,psax-ap,0.356
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\462\462-1-1.jpg,a3c,0.355
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\603\603-4-3.jpg,a5c,0.355
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\60\60-4-2.jpg,a3c,0.355
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\240\240-3-1.jpg,a4c,0.354
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\31\31-4-2.jpg,psax-mv,0.354
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\598\598-4-3.jpg,psax-av,0.353
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-4-2.jpg,psax-ap,0.352
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\480\480-3-3.jpg,psax-ap,0.352
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\552\552-1-3.jpg,a5c,0.352
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\615\615-4-2.jpg,a5c,0.352
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\30\30-4-3.jpg,a5c,0.352
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\225\225-1-1.jpg,psax-ap,0.351
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\281\281-4-2.jpg,a5c,0.351
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-4-3.jpg,a3c,0.35
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\590\590-3-1.jpg,a4c,0.35
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-4-2.jpg,a3c,0.349
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\76\76-4-3.jpg,a5c,0.349
